name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
Flamin' Hot,69,88,75,"['Comedy', 'Drama', 'Biography']",PG-13,2h 9m,2023,"['Jesse Garcia', 'Annie Gonzalez', 'Emilio Rivera', 'Dennis Haysbert', 'Tony Shalhoub']",['Eva Longoria'],100489151,0,100489151,0
Detective Knight: Independence,67,84,72,"['Holiday', 'Action', 'Mystery & Thriller']",R,1h 31m,2023,"['Bruce Willis', 'Lochlyn Munro', 'Willow Shields', 'Jack Kilmer', 'Alvaro Calderón']",['Edward Drake'],5743,0,5743,0
Bird Box Barcelona,52,35,46,"['Horror', 'Sci-Fi']",,1h 50m,2023,"['Mario Casas', 'Georgina Campbell', 'Diego Calva', 'Michelle Jenner', 'Leonardo Sbaraglia']","['David Pastor', 'Alex Pastor']",37664,9174,46838,0
Silver Dollar Road,82,79,81,['Documentary'],PG,1h 40m,2023,"['Raoul Peck', 'Raoul Peck', 'Rémi Grellety', 'Blair Foster', 'Hébert Peck']",['Raoul Peck'],829,0,829,0
The Little Mermaid,67,94,76,"['Kids & Family', 'Musical', 'Fantasy', 'Romance']",PG,2h 15m,2023,"['Halle Bailey', 'Jonah Hauer-King', 'Javier Bardem', 'Melissa McCarthy', 'Daveed Diggs']",['Rob Marshall'],5743,0,5743,0
It Lives Inside,61,48,56,"['Horror', 'Mystery & Thriller']",PG-13,1h 39m,2023,"['Neeru Bajwa', 'Megan Suri', 'Mohana Krishnan', 'Vik Sahay', 'Betty Gabriel']",['Bishal Dutta'],4227648,0,4227648,0
Passages,94,73,87,"['Drama', 'Romance', 'LGBTQ+']",,1h 31m,2023,"['Franz Rogowski', 'Ben Whishaw', 'Adèle Exarchopoulos', 'Erwan Kepoa Falé', 'Caroline Chaniolleau']",['Ira Sachs'],673151,101629,774780,0
The Nun II,52,73,59,"['Horror', 'Mystery & Thriller']",R,1h 50m,2023,"['Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell', 'Bonnie Aarons']",['Michael Chaves'],37664,9174,46838,0
Fear,21,37,26,"['Horror', 'Mystery & Thriller']",R,1h 25m,2023,"['Joseph Sikora', 'King Bach', 'Annie Ilonzeh', 'Ruby Modine', 'Iddo Goldberg']",['Deon Taylor'],81159365,78649005,159808370,35000000
Dungeons & Dragons: Honor Among Thieves,91,93,91,"['Fantasy', 'Adventure', 'Action', 'Comedy']",PG-13,2h 14m,2023,"['Chris Pine', 'Michelle Rodriguez', 'Regé-Jean Page', 'Justice Jesse Smith', 'Sophia Lillis']","['Jonathan M Goldstein', 'John Daley']",6735922,0,6735922,0
The Devil on Trial,36,48,40,"['Crime', 'Documentary', 'Horror']",,1h 21m,2023,"['Christopher Holt', 'Christopher Holt', 'Hattie Bridges Webb', 'Julia Nottingham', 'Sam Starbuck']",['Christopher Holt'],0,0,0,0
Dark Harvest,71,50,63,"['Horror', 'Mystery & Thriller']",R,1h 20m,2023,"['Casey Likes', 'Emyri Crutchfield', 'Dustin Ceithamer', 'Elizabeth Reaser', 'Jeremy Davies']",['David Slade'],1270847,1791331,3062178,0
The Passenger,81,63,75,"['Mystery & Thriller', 'Drama']",,1h 39m,2023,"['Kyle Gallner', 'Johnny Berchtold', 'Liza Weil', 'Billy Slaughter', 'Morgana Shaw']",['Carter Smith'],676631,0,676631,0
Aliens Abducted My Parents and Now I Feel Kinda Left Out,87,80,84,"['Comedy', 'Kids & Family', 'Sci-Fi']",,1h 27m,2023,"['Emma Tremblay', 'Jacob Buster', 'Will Forte', 'Elizabeth Mitchell', 'Matt Biedel']",['Jake Van Wagoner'],24207,0,24207,0
Outlaw Johnny Black,65,92,74,"['Western', 'Comedy', 'Action']",PG-13,2h 15m,2023,"['Michael Jai White', 'Anika Noni Rose', 'Erica Ash', 'Byron Minns', 'Chris Browning']",['Michael J White'],32062904,28667664,60730568,0
Warhorse One,20,66,35,"['Drama', 'Action', 'War']",R,2h 6m,2023,"['Johnny Strong', 'Athena Durner', 'Raj Kala', 'James Sherrill', 'Siya Rostami']","['William Kaufman', 'Johnny Strong']",160942139,271028977,431971116,142000000
Camp Hideout,33,70,45,"['Kids & Family', 'Comedy']",PG,1h 40m,2023,"['Corbin Bleu', 'Ethan Drew', 'Amanda Leighton', 'Christopher Lloyd', 'Tyler Kowalski']",['Sean Olson'],12227722,15744301,27972023,0
Hypnotic,33,62,42,"['Mystery & Thriller', 'Action']",R,1h 32m,2023,"['Ben Affleck', 'Alice Braga', 'JD Pardo', 'Hala Finley', 'Jackie Earle Haley']",['Robert Rodriguez'],12227722,15744301,27972023,0
KOKOMO CITY,99,70,89,"['Documentary', 'LGBTQ+']",R,1h 13m,2023,"['Daniella Carter', 'Koko Da Doll', 'Liyah Mitchell', 'Dominique Silver', 'D. Smith']",['D Smith'],10748,0,10748,0
Phenomena,43,69,51,"['Horror', 'Comedy']",,1h 34m,2023,"['Toni Acosta', 'Fran Cantos', 'Andrea Gara', 'Emilio Gutiérrez Caba', 'Miren Ibarguren']",['Carlos Theron'],8840453,23602658,32443111,6000000
One True Loves,23,37,27,"['Romance', 'Comedy', 'Drama']",PG-13,1h 40m,2023,"['Phillipa Soo', 'Simu Liu', 'Luke Bracey', 'Oceana Matsumoto', 'Michaela Conlin']",['Andy Fickman'],549185,0,549185,0
Love Without Walls,0,100,33,"['Drama', 'Music', 'Romance']",,1h 52m,2023,"['Niall McNamee', 'Shana Swash', 'Paul Barber', 'Sheila Reid', 'Adam Deacon']",['Jane Gull'],0,0,0,0
Night of the Hunted,50,41,46,"['Mystery & Thriller', 'Horror']",,1h 35m,2023,"['Camille Rowe', 'Aleksandar Popovic', 'J John Bieler', 'Brian Breiter', 'Monaia Abdelrahim']",['1182719 Franck Khalfoun'],35014192,6083661,41097853,8000000
Guardians of the Galaxy Vol. 3,82,94,86,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy', 'Comedy']",PG-13,2h 30m,2023,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff']",['James Gunn'],829,0,829,0
Maaveeran,100,91,96,"['Action', 'Mystery & Thriller']",,2h 26m,2023,"['Siva Karthikeyan', 'Aditi Shankar', 'Madonne Ashwin', 'Madonne Ashwin', 'Arun Vishwa']",['Madonne Ashwin'],132555,0,132555,0
Red Rooms,100,100,99,"['Mystery & Thriller', 'Crime', 'Drama']",,1h 58m,2023,"['Juliette Gariépy', 'Laurie Babin', 'Elisabeth Locas', 'Natalie Tannous', 'Pierre Chagnon']",['Pascal Plante'],132555,0,132555,0
Don't Look Away,63,47,57,"['Horror', 'Mystery & Thriller']",,1h 21m,2023,"['Kelly Bastard', 'Michael Mitton', 'Colm Hill', 'Rene Lai', 'Abu Dukuly']",['Micheal Bafaro'],2689252,0,2689252,0
Once Upon a Crime,60,52,57,"['Adventure', 'Comedy', 'Drama', 'Crime']",,1h 47m,2023,"['Kanna Hashimoto', 'Yuko Araki', 'Takanori Iwata', 'Yûichi Fukuda', 'Aito Aoyagi']",['Yuichi Fukuda'],101648571,135553728,237202299,90000000
Flora and Son,93,86,90,"['Musical', 'Comedy', 'Drama', 'Music', 'Romance']",R,1h 34m,2023,"['Eve Hewson', 'Orén Kinlan', 'Joseph Gordon-Levitt', 'Jack Reynor', 'Keith McErlean']",['John Carney'],31483450,45217209,76700659,15000000
The Pod Generation,42,55,46,"['Romance', 'Comedy', 'Sci-Fi']",PG-13,1h 49m,2023,"['Emilia Clarke', 'Chiwetel Ejiofor', 'Vinette Robinson', 'Rosalie Craig', 'Jelle De Beule']",['1197377 Sophie Barthes'],95059709,2450488,97510197,40000000
Cobweb,58,71,62,"['Horror', 'Mystery & Thriller']",R,1h 28m,2023,"['Lizzy Caplan', 'Woody Norman', 'Cleopatra Coleman', 'Antony Starr', 'Ellen Dubin']",['Samuel Bodin'],117540947,122490327,240031274,70000000
Hard Feelings,40,48,42,['Comedy'],,1h 42m,2023,"['Axel Stein', 'Diana Amft', 'Vivien König', 'Nhung Hong', 'Kailas Mahadevan']",['Granz Henman'],67544505,20670651,88215156,35000000
Knock at the Cabin,67,63,65,"['Mystery & Thriller', 'Drama']",R,1h 40m,2023,"['Dave Bautista', 'Jonathan Groff', 'Ben Aldridge', 'Nikki Amuka-Bird', 'Kristen Cui']",['M Night Shyamalan'],5743,0,5743,0
The Saint of Second Chances,100,96,98,"['Drama', 'Biography', 'Documentary', 'Sports']",,1h 33m,2023,"['Charlie Day', 'Mike Veeck', 'Jeff Daniels', 'Jeff Malmberg', 'Morgan Neville']","['Jeff Malmberg', 'Morgan Neville']",132555,0,132555,0
You're Killing Me,86,86,86,"['Mystery & Thriller', 'Action', 'Horror']",,1h 35m,2023,"['McKaley Miller', 'Dermot Mulroney', 'Anne Heche', 'Brice Anthony Heller', 'Wil Deusner']","['Beth Hanna', 'Jerren Lauder']",130319208,100366245,230685453,80000000
The Perfect Find,69,53,63,"['Romance', 'Comedy', 'Drama']",,1h 39m,2023,"['Gabrielle Union', 'Keith Powers', 'Aisha Hinds', 'Gina Torres', 'La La Anthony']",['Numa Perrier'],100489151,0,100489151,0
The Canterville Ghost,60,40,53,"['Kids & Family', 'Comedy', 'Fantasy', 'Animation']",PG,1h 34m,2023,"['Stephen Fry', 'Hugh Laurie', 'Freddie Highmore', 'Emily Carey', 'David Harewood']",['Kim Burdon'],101648571,135553728,237202299,90000000
Vindicta,14,48,25,"['Mystery & Thriller', 'Horror']",R,1h 23m,2023,"['Elena Kampouris', 'Jeremy Piven', 'Sean Astin', 'Travis Nelson', 'Bradley Stryker']",['Sean Mcnamara'],325100054,424100000,749200054,175000000
Superpower,44,68,52,"['Documentary', 'War']",,1h 55m,2023,"['Sean Penn', 'Volodymyr Selenskyi', 'Sean Penn', 'Aaron Kaufman', 'Volodymyr Selenskyi']","['Sean Penn', 'Aaron Kaufman 3']",39768000,0,39768000,0
Unlocked,67,88,74,['Mystery & Thriller'],,1h 57m,2023,"['Chun Woo-hee', 'Im Si-wan', 'Kim Hee-won', 'Kim Tae-joon', 'Tae-joon Kim']",['Kim Tae Joon'],5743,0,5743,0
Sister Death,79,74,77,"['Horror', 'Mystery & Thriller']",,1h 29m,2023,"['Aria Bedmar', 'Almudena Amor', 'Maru Valdivielso', 'Luisa Merelas', 'Chelo Vivares']",['Paco Plaza'],5696391,0,5696391,0
Heart of Stone,30,52,37,"['Action', 'Mystery & Thriller', 'Crime']",PG-13,2h 2m,2023,"['Gal Gadot', 'Jamie Dornan', 'Alia Bhatt', 'Sophie Okonedo', 'Matthias Schweighöfer']",['1176833 Tom Harper'],57231747,39223950,96455697,37000000
The Eternal Memory,93,100,95,['Documentary'],,1h 25m,2023,"['Paulina Urrutia', 'Augusto Góngora', 'Maite Alberdi', 'Maite Alberdi', 'Maite Alberdi']",['Maite Alberdi'],31483450,45217209,76700659,15000000
Quicksand,36,19,30,['Mystery & Thriller'],,1h 26m,2023,"['Allan Hawco', 'Carolina Gaitán', 'Sebastián Eslava', 'Andrés Castañeda', 'Andrés Beltrán']",['Andres Beltran'],0,0,0,0
The Monkey King,59,65,60,"['Kids & Family', 'Action', 'Adventure', 'Fantasy', 'Animation']",PG,1h 32m,2023,"['Jimmy O. Yang', 'Bowen Yang', 'Jolie Hoang-Rappaport', 'Jo Koy', 'Ron Yuan']",['Anthony Stacchi'],1208479,0,1208479,0
Fist of the Condor,92,79,87,"['Action', 'Adventure']",,1h 25m,2023,"['Marko Zaror', 'Eyal Meyer', 'Gina Aguad', 'Ernesto Díaz Espinoza', 'Ernesto Díaz Espinoza']",['Ernesto Diaz Espinoza'],50410,0,50410,0
Resident Evil: Death Island,57,67,60,"['Horror', 'Action', 'Animation']",R,1h 30m,2023,"['Matthew Mercer', 'Stephanie Panisello', 'Kevin Dorman', 'Nicole Tompkins', 'Erin Cahill']",['Eiichiro Hasumi'],347839,0,347839,0
Rock Hudson: All That Heaven Allowed,91,73,85,"['Documentary', 'Biography', 'LGBTQ+']",,1h 45m,2023,"['Stephen Kijak', 'Greg Berlanti', 'George Chignell', 'Will Clarke', 'Carolyne Jurriaans']",['Stephen Kijak'],6735922,0,6735922,0
Ballerina,100,72,90,"['Action', 'Mystery & Thriller']",,1h 33m,2023,"['Jeon Jong-seo', 'Kim Ji-hoon', 'Yoo-rim Park', 'Shin Sehwi', 'Park Hyeongsu']",['Lee Chung Hyeon'],132555,0,132555,0
Hidden Blade,75,98,82,"['History', 'Drama', 'Mystery & Thriller']",,2h 8m,2023,"['Tony Leung Chiu Wai', 'Yibo Wang', 'Lei Huang', 'Da Peng', 'Chuan-jun Wang']",['Cheng Er'],1236408,0,1236408,0
The Last Kingdom: Seven Kings Must Die,82,71,78,"['Action', 'History', 'Drama']",,2h 0m,2023,"['Alexander Dreymon', 'Mark Rowley', 'Arnas Fedaravicius', 'Rod Hallett', 'Harry Gilby']",['Edward Bazalgette'],829,0,829,0
Locked In,33,20,28,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 36m,2023,"['Famke Janssen', 'Anna Friel', 'Finn Cole', 'Rose Williams', 'Alex Hassell']",['Nour Wazzi'],12227722,15744301,27972023,0
Zom 100: Bucket List of the Dead,63,36,54,"['Comedy', 'Drama', 'Horror', 'Action']",,2h 8m,2023,"['Eiji Akaso', 'Mai Shiraishi', 'Shuntarô Yanagi', 'Yui Ichikawa', 'Mayo Kawasaki']",['Yusuke Ishida'],2689252,0,2689252,0
Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,42,96,60,"['Biography', 'Drama', 'Sports']",PG-13,2h 9m,2023,"['Khris Davis', 'Forest Whitaker', 'Jasmine Mathews', 'Sullivan Jones', 'Lawrence Gilliard Jr.']",['George Tillman Jr'],95059709,2450488,97510197,40000000
Gray Matter,17,71,35,"['Sci-Fi', 'Mystery & Thriller']",,1h 27m,2023,"['Jessica Frances Dukes', 'Mia Isaac', 'Andrew Liner', 'Isabella Ferreira', 'Allison Ye']",['Meko Winbush 2'],64167069,72149811,136316880,0
The Royal Hotel,92,42,75,"['Mystery & Thriller', 'Drama']",R,1h 31m,2023,"['Jessica Henwick', 'Julia Garner', 'Hugo Weaving', 'James Frecheville', 'Toby Wallace']",['Kitty Green'],50410,0,50410,0
Gran Turismo: Based on a True Story,65,98,76,"['Action', 'Drama']",PG-13,2h 15m,2023,"['David Harbour', 'Orlando Bloom', 'Archie Madekwe', 'Darren Barnet', 'Geri Halliwell']",['1184322 Neill Blomkamp'],32062904,28667664,60730568,0
The Donor Party,0,63,21,['Comedy'],,1h 33m,2023,"['Malin Akerman', 'Rob Corddry', ""Jerry O'Connell"", 'Erinn Hayes', 'Ryan Hansen']",['Thom Harp'],0,0,0,0
Last Stop Larrimah,86,93,88,"['Documentary', 'Crime']",,1h 57m,2023,"['Thomas Tancred', 'Mark Duplass', 'Jay Duplass', 'Mel Eslyn', 'Sean Bradley']",['Thomas Tancred 2'],130319208,100366245,230685453,80000000
Love at First Sight,72,82,75,"['Romance', 'Comedy']",PG-13,1h 30m,2023,"['Haley Lu Richardson', 'Ben Hardy', 'Sally Phillips', 'Jameela Jamil', 'Dexter Fletcher']",['Vanessa Caswill'],21148651,46300000,67448651,30000000
Dead Man's Hand,0,29,9,['Western'],R,1h 36m,2023,"['Stephen Dorff', 'Jack Kilmer', 'Cole Hauser', 'Tait Fletcher', 'Forrie J. Smith']",['770851053'],0,0,0,0
Wild Life,91,74,85,"['Documentary', 'Nature']",PG-13,1h 33m,2023,"['Kristine Tompkins', 'Rick Ridgeway', 'Jimmy Chin', 'Claudio Alvarado', 'Michelle Bachelet']","['Jimmy Chin', 'Elizabeth Chai Vasarhelyi']",6735922,0,6735922,0
Shotgun Wedding,45,51,47,"['Action', 'Romance', 'Comedy']",R,1h 40m,2023,"['Jennifer Lopez', 'Josh Duhamel', 'Jennifer Coolidge', 'Sonia Braga', 'Cheech Marin']",['Jason Moore'],171339,0,171339,0
Unseen,82,71,78,"['Horror', 'Mystery & Thriller']",,1h 16m,2023,"['Midori Francis', 'Jolene Purdy', 'Missi Pyle', 'Michael Patrick Lane', 'Nicholas X. Parsons']",['Yoko Okumura'],829,0,829,0
Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-,75,68,72,"['Fantasy', 'Adventure', 'Action', 'Anime']",R,1h 50m,2023,"['Natsuki Hanae', 'Akari Kito', 'Hiro Shimono', 'Yoshitsugu Matsuoka', 'Katsuyuki Konishi']",['Haruo Sotozaki'],1236408,0,1236408,0
Mummies,53,88,64,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 28m,2023,"['Joe Thomas', 'Eleanor Tomlinson', 'Santiago Winder', 'Celia Imrie', 'Dan Starkey']",['Juan Jesus Garcia Galocha'],315497,0,315497,0
Vacation Friends 2,19,41,26,['Comedy'],R,1h 45m,2023,"['John Cena', 'Lil Rel Howery', 'Yvonne Orji', 'Meredith Hagner', 'Carlos Santos']",['Clay Tarver'],126943684,234888716,361832400,135000000
Assassin,9,72,30,"['Sci-Fi', 'Action']",R,1h 28m,2023,"['Bruce Willis', 'Andy Allo', 'Nomzamo Mbatha', 'Dominic Purcell', 'Mustafa Shakir']",['Jesse Atlas'],142502728,235114870,377617598,90000000
Poison,93,75,87,['Comedy'],,17m,2023,"['Ralph Fiennes', 'Benedict Cumberbatch', 'Ben Kingsley', 'Dev Patel', 'Wes Anderson']",['Wes Anderson'],31483450,45217209,76700659,15000000
The Tank,33,28,31,"['Horror', 'Mystery & Thriller']",R,1h 40m,2023,"['Luciane Buchanan', 'Matt Whelan', 'Zara Nausbaum', 'Regina Hegemann', 'Jack Barry']",['Scott Walker 2'],12227722,15744301,27972023,0
Prom Pact,89,71,83,"['Kids & Family', 'Romance', 'Comedy']",,1h 39m,2023,"['Peyton Elizabeth Lee', 'Milo Manheim', 'Blake Draper', 'Monique A. Green', 'Arica Himmel']",['Anya Adams'],2043889,0,2043889,0
White Men Can't Jump,26,61,37,"['Comedy', 'Drama', 'Sports']",R,1h 41m,2023,"['Sinqua Walls', 'Jack Harlow', 'Teyana Taylor', 'Laura Harrier', 'Vince Staples']",['Calmatic'],647074,0,647074,0
Extraction 2,79,85,81,"['Action', 'Mystery & Thriller']",R,2h 3m,2023,"['Chris Hemsworth', 'Golshifteh Farahani', 'Tornike Gogrichiani', 'Adam Bessa', 'Daniel Bernhardt']",['Sam Hargrave'],5696391,0,5696391,0
Operation Fortune: Ruse de guerre,51,82,61,"['Action', 'Comedy', 'Mystery & Thriller']",R,1h 54m,2023,"['Jason Statham', 'Aubrey Plaza', 'Josh Hartnett', 'Cary Elwes', 'Bugzy Malone']",['Guy Ritchie'],42194060,63453042,105647102,70000000
Rye Lane,98,87,94,"['Romance', 'Comedy', 'Drama']",R,1h 22m,2023,"['David Jonsson', 'Vivian Oparah', 'Charlie Knight', 'Simon Manyonda', 'Levi Roots']",['Raine Allen Miller 2'],100345,1843942,1944287,0
House Party,28,60,38,['Comedy'],R,1h 40m,2023,"['Jacob Latimore', 'Tosin Cole', 'DC Young Fly', 'Karen Obilom', 'Melvin Gregg']",['Calmatic'],45064915,39596519,84661434,8000000
Paradise,55,60,56,"['Sci-Fi', 'Mystery & Thriller']",,1h 57m,2023,"['Marlene Tanczik', 'Kostja Ullmann', 'Iris Berben', 'Corinna Kirchhoff', 'Lisa-Marie Koroll']",['Boris Kunz'],56732,0,56732,0
Quasi,41,63,48,['Comedy'],R,Comedy,2023,"['Adrianne Palicki', 'Jay Chandrasekhar', 'Gabriel Hogan', 'Kevin Heffernan', 'Steve Lemme']",['Kevin Heffernan'],31445012,28500000,59945012,35000000
The Civil Dead,100,79,92,['Comedy'],,1h 44m,2023,"['Clay Tatum', 'Whitmer Thomas', 'Whitney Weir', 'Budd Diaz', 'Robert Longstreet']",['Clay Tatum'],132555,0,132555,0
Nowhere,64,62,63,"['Drama', 'Mystery & Thriller']",,1h 49m,2023,"['Anna Castillo', 'Tamar Novas', 'Albert Pintó', 'Ernest Riera', 'Seanne Winslow']",['Albert Pinto'],470308,0,470308,0
The Flash,63,83,69,"['Action', 'Adventure', 'Fantasy']",PG-13,2h 24m,2023,"['Ezra Miller', 'Michael Keaton', 'Sasha Calle', 'Michael Shannon', 'Ron Livingston']",['Andy Muschietti'],2689252,0,2689252,0
Head Count,71,92,78,"['Mystery & Thriller', 'Action', 'Drama']",,1h 20m,2023,"['Jake Lee Smith', 'Melanie Zanetti', 'Ryan Kwanten', 'Aaron Jakubenko', 'Chris Bylsma']","['Ben Burghart', 'Jacob Burghart']",1270847,1791331,3062178,0
Teen Wolf: The Movie,32,67,43,"['Fantasy', 'Action', 'Comedy', 'Drama']",,1h 17m,2023,"['Tyler Posey', 'Tyler Hoechlin', 'Orny Adams', 'Linden Ashby', 'JR Bourne']",['Russell Mulcahy'],145658,0,145658,0
The Portable Door,81,62,74,"['Fantasy', 'Adventure', 'Comedy']",,1h 56m,2023,"['Christoph Waltz', 'Patrick Gibson', 'Damon Herriman', 'Sophie Wilde', 'Sam Neill']",['Jeffrey Walker'],676631,0,676631,0
Leo,100,74,91,"['Action', 'Mystery & Thriller']",,2h 44m,2023,"['Joseph Vijay', 'Trisha', 'Sanjay Dutt', 'Arjun', 'Gautham Vasudev Menon']",['Lokesh Kanagaraj'],132555,0,132555,0
Pain Hustlers,24,69,39,"['Crime', 'Drama']",R,2h 2m,2023,"['Emily Blunt', 'Chris Evans', 'Andy Garcia', ""Catherine O'Hara"", 'Amit Shah']",['David Yates'],200074609,680630703,880705312,245000000
Hunt Club,25,61,37,"['Action', 'Mystery & Thriller']",,1h 20m,2023,"['Mena Suvari', 'Maya Stojan', 'Casper Van Dien', 'Mickey Rourke', 'Jessica Belkin']",['Elizabeth Blake Thomas'],14744435,6756378,21500813,25000000
I Got a Monster,100,33,77,['Documentary'],,1h 30m,2023,"['Kevin Abrams', 'Kevin Abrams', 'Jamie Denenberg', 'Auriell Spiegel', 'Maurice J. Gallagher']",['Kevin Abrams 2'],132555,0,132555,0
Sound of Silence,67,44,59,"['Horror', 'Mystery & Thriller']",,1h 33m,2023,"['Lucia Caporaso', 'Daniele De Martino', 'Rocco Marazzita', 'Chiara Casolari', 'Claudio Dughera']","['Alessandro Antonaci', 'Daniel Lascar', 'Stefano Mandala']",5743,0,5743,0
Ambush,25,49,33,"['War', 'Action']",R,1h 44m,2023,"['Jonathan Rhys-Meyers', 'Connor Paolo', 'Aaron Eckhart', 'Jason Genao', 'Mac Brandt']",['Mark Earl Burman'],14744435,6756378,21500813,25000000
Plane,78,94,83,"['Action', 'Adventure', 'Mystery & Thriller']",R,1h 47m,2023,"['Gerard Butler', 'Mike Colter', 'Yoson An', 'Daniella Pineda', 'Paul Ben-Victor']",['Jean Francois Richet'],37664,9174,46838,0
The Swan,94,79,89,['Comedy'],,17m,2023,"['Ralph Fiennes', 'Asa Jennings', 'Rupert Friend', 'Wes Anderson', 'Wes Anderson']",['Wes Anderson'],673151,101629,774780,0
Retribution,29,66,41,"['Action', 'Mystery & Thriller']",R,1h 30m,2023,"['Liam Neeson', 'Noma Dumezweni', 'Matthew Modine', 'Lily Aspell', 'Jack Champion']",['Nimrod Antal'],429028,0,429028,5000000
Beneath Us All,100,93,97,"['Horror', 'Mystery & Thriller']",,1h 31m,2023,"['Sean Whalen', 'Maria Olsen', 'Yan Birch', 'Bennie Taylor', 'Harley Wallen']",['Harley Wallen'],132555,0,132555,0
One Day as a Lion,64,48,58,"['Crime', 'Drama', 'Comedy']",R,1h 27m,2023,"['Scott Caan', 'Frank Grillo', 'Marianne Rendón', 'Taryn Manning', 'Slaine']",['Swab'],470308,0,470308,0
Clock,79,73,77,"['Horror', 'Mystery & Thriller']",,1h 32m,2023,"['Dianna Agron', 'Melora Hardin', 'Jay Ali', 'Saul Rubinek', 'Grace Porter']",['Alexis Jacknow'],5696391,0,5696391,0
PSYCHO-PASS: Providence,90,85,88,"['Sci-Fi', 'Mystery & Thriller', 'Anime', 'Action', 'Crime']",R,2h 0m,2023,"['Kana Hanazawa', 'Tomokazu Seki', 'Kenji Nojima', 'Shizuka Ito', 'Miyuki Sawashiro']",['Naoyoshi Shiotani'],7362439,1940583,9303022,0
Magic Mike's Last Dance,47,73,55,"['Comedy', 'Drama', 'Romance']",R,1h 52m,2023,"['Channing Tatum', 'Salma Hayek', 'Caitlin Gerard', 'Gavin Spokes', 'Ayub Khan-Din']",['Steven Soderbergh'],38362475,113421364,151783839,175000000
Rotting in the Sun,82,71,78,"['Mystery & Thriller', 'Comedy', 'LGBTQ+']",,1h 49m,2023,"['Jordan Firstman', 'Sebastian Silva', 'Robert Keller', 'Vitter Leíja', 'Gerardo Sierra']","['Sebastian Silva', 'Sebastian Silva 2']",829,0,829,0
The Hill,43,97,60,"['Biography', 'Drama', 'Sports']",PG,2h 6m,2023,"['Dennis Quaid', 'Colin Ford', 'Joelle Carter', 'Randy Houser', 'Bonnie Bedelia']",['Jeff Weston'],8840453,23602658,32443111,6000000
The Last Deal,100,76,91,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",R,1h 31m,2023,"['Anthony Molinari', 'Sala Baker', 'Gigi Gustin', 'Mike Ferguson', 'Clark Moore']",['1197949 Jonathan Salemi'],132555,0,132555,0
Righteous Thieves,0,43,14,"['Mystery & Thriller', 'Crime']",R,1h 31m,2023,"['Cam Gigandet', 'Jaina Lee Ortiz', 'Lisa Vidal', 'Carlos Miranda', 'Brian Cousins']",['Anthony Nardolillo'],0,0,0,0
You People,40,35,38,"['Romance', 'Comedy']",R,1h 57m,2023,"['Jonah Hill', 'Lauren London', 'Eddie Murphy', 'Julia Louis-Dreyfus', 'Nia Long']",['Kenya Barris'],67544505,20670651,88215156,35000000
The Woman Under the Stage,100,93,97,['Horror'],,1h 44m,2023,"['Jessica Dawn Willis', 'Matthew Tompkins', 'John Frederick', 'Phil Harrison', 'April Hartman']",['Ezekiel Decker'],132555,0,132555,0
